Latitude (decimal degrees): 48.351
Longitude (decimal degrees): 10.164
Elevation (m): 492.0
Irradiance Time Offset (h): 0.1798
month,year
1,2021
2,2011
3,2021
4,2017
5,2012
6,2009
7,2015
8,2014
9,2009
10,2017
11,2007
12,2018
time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20120502:1800,16.15,60.75,9.0,0.0,9.0,321.25,2.34,272.0,94780.0
20120502:1900,14.61,60.4,0.0,-0.0,0.0,313.1,2.76,262.0,94880.0
20120502:2000,13.23,67.05,0.0,-0.0,0.0,302.65,2.69,256.0,94930.0
20120502:2100,12.37,74.6,0.0,-0.0,0.0,313.7,2.55,255.0,94970.0
20120502:2200,11.58,77.3,0.0,-0.0,0.0,312.35,2.28,255.0,95000.0
20120502:2300,10.94,80.1,0.0,-0.0,0.0,317.2,1.93,259.0,95010.0
20120503:0000,10.21,86.0,0.0,-0.0,0.0,308.5,1.79,266.0,94990.0
20120503:0100,9.46,85.95,0.0,-0.0,0.0,298.15,1.72,267.0,94940.0
20120503:0200,8.76,89.1,0.0,-0.0,0.0,291.85,1.72,257.0,94930.0
20120503:0300,8.25,92.4,0.0,-0.0,0.0,293.4,1.72,241.0,94880.0
20120503:0400,7.61,92.35,0.0,0.0,0.0,283.5,1.86,235.0,94870.0
20120503:0500,7.66,95.8,26.0,0.0,26.0,286.8,1.45,241.0,94870.0
20120503:0600,9.88,89.15,62.0,0.0,62.0,292.05,1.24,254.0,94890.0
20120503:0700,11.73,77.3,198.0,11.72,192.0,274.05,1.72,259.0,94930.0
20120503:0800,13.19,67.05,359.0,77.32,309.0,276.15,2.21,260.0,94900.0
20120503:0900,14.52,58.25,753.0,769.36,175.0,277.9,2.34,256.0,94870.0
20120503:1000,15.68,52.4,806.0,709.65,225.0,293.55,2.14,258.0,94820.0
20120503:1100,16.55,47.15,848.0,755.59,210.0,307.9,1.86,264.0,94790.0
20120503:1200,17.16,45.55,484.0,88.32,411.0,302.65,1.59,274.0,94730.0
20120503:1300,17.68,43.9,600.0,314.49,359.0,312.35,1.45,286.0,94700.0
20120503:1400,17.76,42.3,639.0,679.71,185.0,345.45,1.24,288.0,94630.0
20120503:1500,17.62,42.3,480.0,568.73,174.0,349.7,1.31,287.0,94570.0
20120503:1600,17.48,42.3,356.0,682.24,93.0,352.2,1.31,284.0,94550.0
20120503:1700,16.79,50.75,110.0,90.62,90.0,344.5,0.97,277.0,94520.0
20120503:1800,15.55,62.85,15.0,18.23,14.0,328.4,1.03,276.0,94520.0
20120503:1900,13.86,72.2,0.0,-0.0,0.0,311.4,1.17,325.0,94500.0
20120503:2000,13.69,64.75,0.0,-0.0,0.0,305.55,0.9,326.0,94540.0
20120503:2100,13.51,62.45,0.0,-0.0,0.0,305.0,0.34,302.0,94530.0
20120503:2200,12.33,69.35,0.0,-0.0,0.0,313.7,0.55,236.0,94540.0
20120503:2300,11.17,77.2,0.0,-0.0,0.0,310.6,0.69,240.0,94520.0
20120504:0000,9.36,85.95,0.0,-0.0,0.0,297.45,1.24,243.0,94470.0
20120504:0100,8.12,89.05,0.0,-0.0,0.0,299.7,1.66,244.0,94440.0
20120504:0200,7.37,89.0,0.0,-0.0,0.0,285.85,1.79,242.0,94410.0
20120504:0300,6.77,92.35,0.0,-0.0,0.0,280.6,1.86,239.0,94380.0
20120504:0400,6.3,92.3,6.0,0.0,6.0,277.5,1.86,237.0,94360.0
20120504:0500,6.84,92.35,148.0,442.2,62.0,273.65,1.66,238.0,94370.0
20120504:0600,10.3,86.0,305.0,527.69,115.0,273.05,1.31,240.0,94380.0
20120504:0700,12.98,72.1,484.0,671.37,138.0,280.05,1.31,258.0,94370.0
20120504:0800,14.78,64.95,627.0,694.06,176.0,285.85,1.1,263.0,94370.0
20120504:0900,16.17,56.5,773.0,820.72,154.0,289.7,1.24,253.0,94340.0
20120504:1000,17.15,49.05,835.0,785.15,190.0,306.35,1.59,248.0,94280.0
20120504:1100,17.6,45.55,861.0,777.99,202.0,306.55,1.66,253.0,94240.0
20120504:1200,18.22,45.7,858.0,833.4,167.0,312.95,1.38,256.0,94190.0
20120504:1300,18.64,44.2,768.0,751.64,190.0,308.1,1.17,259.0,94140.0
20120504:1400,18.98,42.7,661.0,742.53,163.0,306.55,1.03,253.0,94100.0
20120504:1500,18.94,44.2,99.0,0.0,99.0,303.05,0.83,241.0,94040.0
20120504:1600,18.68,42.6,364.0,699.99,92.0,302.85,0.62,223.0,93990.0
20120504:1700,18.21,45.7,144.0,241.07,90.0,305.2,0.55,189.0,93960.0
20120504:1800,16.7,67.75,22.0,102.7,16.0,308.1,0.83,176.0,93970.0
20120504:1900,14.32,64.85,0.0,-0.0,0.0,293.4,1.59,90.0,93960.0
20120504:2000,12.31,71.95,0.0,-0.0,0.0,292.2,1.86,104.0,93990.0
20120504:2100,10.98,71.75,0.0,-0.0,0.0,289.1,2.07,128.0,93970.0
20120504:2200,10.3,74.3,0.0,-0.0,0.0,299.4,2.14,147.0,93970.0
20120504:2300,9.34,79.85,0.0,-0.0,0.0,286.2,2.07,166.0,93940.0
20120505:0000,8.56,82.75,0.0,-0.0,0.0,289.5,2.0,190.0,93920.0
20120505:0100,8.23,82.7,0.0,-0.0,0.0,289.05,2.21,213.0,93920.0
20120505:0200,8.76,82.75,0.0,-0.0,0.0,299.95,2.48,228.0,93900.0
20120505:0300,9.16,79.85,0.0,-0.0,0.0,291.45,2.76,238.0,93880.0
20120505:0400,9.61,79.9,3.0,0.0,3.0,303.85,2.83,246.0,93880.0
20120505:0500,10.21,79.95,25.0,0.0,25.0,312.55,2.83,250.0,93940.0
20120505:0600,11.34,80.1,58.0,0.0,58.0,314.85,2.34,252.0,93950.0
20120505:0700,11.05,89.3,68.0,0.0,68.0,330.95,2.41,252.0,94090.0
20120505:0800,11.59,89.3,107.0,0.0,107.0,329.2,2.55,257.0,94100.0
20120505:0900,11.83,86.15,152.0,0.0,152.0,337.3,2.97,247.0,94150.0
20120505:1000,11.99,83.15,224.0,0.0,224.0,337.7,3.38,232.0,94150.0
20120505:1100,12.12,80.2,304.0,2.35,302.0,334.0,3.86,227.0,94150.0
20120505:1200,12.98,72.1,499.0,101.0,415.0,335.0,4.76,236.0,94140.0
20120505:1300,13.67,67.15,511.0,160.71,387.0,331.3,5.17,239.0,94130.0
20120505:1400,13.79,62.45,238.0,2.97,236.0,328.05,5.24,236.0,94120.0
20120505:1500,13.47,62.45,317.0,108.5,258.0,323.2,4.83,235.0,94110.0
20120505:1600,13.72,60.2,276.0,275.77,168.0,312.95,4.76,239.0,94110.0
20120505:1700,13.49,62.45,182.0,510.38,66.0,307.3,3.31,236.0,94110.0
20120505:1800,12.77,66.95,27.0,145.28,18.0,309.65,2.14,222.0,94110.0
20120505:1900,11.06,80.1,0.0,-0.0,0.0,298.4,1.45,202.0,94210.0
20120505:2000,9.95,82.95,0.0,-0.0,0.0,292.4,1.52,199.0,94270.0
20120505:2100,8.7,92.4,0.0,-0.0,0.0,287.95,1.59,196.0,94270.0
20120505:2200,7.71,95.8,0.0,-0.0,0.0,290.85,1.52,192.0,94260.0
20120505:2300,6.76,92.35,0.0,-0.0,0.0,282.15,1.59,195.0,94230.0
20120506:0000,5.93,92.3,0.0,-0.0,0.0,276.35,1.59,192.0,94190.0
20120506:0100,5.43,92.3,0.0,-0.0,0.0,277.05,1.66,192.0,94180.0
20120506:0200,5.31,95.75,0.0,-0.0,0.0,285.65,1.52,202.0,94180.0
20120506:0300,5.42,92.3,0.0,-0.0,0.0,293.75,1.66,216.0,94190.0
20120506:0400,6.16,92.3,1.0,0.0,1.0,305.95,1.93,226.0,94210.0
20120506:0500,7.59,92.35,13.0,0.0,13.0,310.8,2.21,232.0,94250.0
20120506:0600,9.24,92.45,39.0,0.0,39.0,322.4,2.21,241.0,94300.0
20120506:0700,10.4,86.05,114.0,0.0,114.0,330.75,3.1,239.0,94380.0
20120506:0800,10.89,80.05,344.0,57.94,306.0,329.55,3.24,246.0,94420.0
20120506:0900,11.5,71.85,158.0,0.0,158.0,332.3,3.38,252.0,94470.0
20120506:1000,12.34,66.85,230.0,0.0,230.0,333.85,3.38,250.0,94500.0
20120506:1100,13.0,64.65,608.0,211.21,428.0,327.85,2.9,240.0,94510.0
20120506:1200,13.43,64.75,83.0,0.0,83.0,335.2,2.34,223.0,94480.0
20120506:1300,13.68,64.75,426.0,68.46,373.0,318.95,2.97,207.0,94460.0
20120506:1400,12.31,69.35,91.0,0.0,91.0,316.4,4.07,224.0,94520.0
20120506:1500,12.21,69.35,208.0,9.15,203.0,326.65,3.1,236.0,94530.0
20120506:1600,12.58,66.95,176.0,35.48,162.0,318.35,2.41,226.0,94510.0
20120506:1700,12.12,69.35,73.0,8.68,71.0,300.55,3.1,231.0,94550.0
20120506:1800,11.19,74.45,30.0,168.1,19.0,307.5,2.55,239.0,94610.0
20120506:1900,9.77,82.9,0.0,-0.0,0.0,293.2,2.41,226.0,94690.0
20120506:2000,9.11,85.95,0.0,-0.0,0.0,292.6,2.48,230.0,94760.0
20120506:2100,8.44,85.9,0.0,-0.0,0.0,280.05,2.62,232.0,94780.0
20120506:2200,8.08,89.05,0.0,-0.0,0.0,282.95,2.62,236.0,94810.0
20120506:2300,7.55,89.0,0.0,-0.0,0.0,272.5,2.48,240.0,94840.0
20120507:0000,7.1,92.35,0.0,-0.0,0.0,270.55,2.41,243.0,94870.0
20120507:0100,6.68,89.0,0.0,-0.0,0.0,266.6,2.34,246.0,94910.0
20120507:0200,6.39,89.0,0.0,-0.0,0.0,274.4,2.14,247.0,94920.0
20120507:0300,6.16,92.3,0.0,-0.0,0.0,280.8,2.0,242.0,94960.0
20120507:0400,5.89,88.95,2.0,0.0,2.0,281.75,1.93,235.0,95000.0
20120507:0500,6.31,92.3,55.0,0.0,55.0,284.3,1.59,231.0,95050.0
20120507:0600,8.13,92.4,137.0,10.8,133.0,299.0,1.45,240.0,95110.0
20120507:0700,10.08,82.95,231.0,24.76,218.0,288.55,2.21,251.0,95140.0
20120507:0800,11.28,80.1,465.0,220.11,320.0,304.8,2.0,266.0,95160.0
20120507:0900,12.39,80.2,768.0,777.61,175.0,300.95,1.52,270.0,95190.0
20120507:1000,13.42,77.5,293.0,2.41,291.0,320.85,1.17,266.0,95200.0
20120507:1100,14.31,74.95,148.0,0.0,148.0,332.5,0.97,262.0,95210.0
20120507:1200,14.51,69.85,433.0,46.61,394.0,319.9,0.76,255.0,95190.0
20120507:1300,14.99,67.45,279.0,3.86,276.0,325.5,0.69,246.0,95170.0
20120507:1400,15.23,67.45,690.0,819.27,134.0,331.7,0.69,247.0,95150.0
20120507:1500,15.26,67.45,513.0,658.94,151.0,316.2,0.83,257.0,95130.0
20120507:1600,15.09,67.45,358.0,636.29,105.0,307.7,0.9,269.0,95140.0
20120507:1700,14.21,67.25,181.0,457.79,74.0,303.45,0.76,262.0,95130.0
20120507:1800,12.48,77.45,30.0,130.64,21.0,314.5,1.45,269.0,95210.0
20120507:1900,11.83,74.55,0.0,-0.0,0.0,297.65,1.59,45.0,95220.0
20120507:2000,10.53,80.05,0.0,-0.0,0.0,294.55,1.72,57.0,95270.0
20120507:2100,9.36,89.1,0.0,-0.0,0.0,292.2,1.79,66.0,95290.0
20120507:2200,8.54,89.1,0.0,-0.0,0.0,295.3,1.79,79.0,95290.0
20120507:2300,7.69,92.35,0.0,-0.0,0.0,286.4,1.79,90.0,95300.0
20120508:0000,6.88,92.35,0.0,-0.0,0.0,278.1,1.79,103.0,95270.0
20120508:0100,6.37,89.0,0.0,-0.0,0.0,281.5,1.79,118.0,95260.0
20120508:0200,5.83,92.3,0.0,-0.0,0.0,277.9,1.79,130.0,95210.0
20120508:0300,5.51,92.3,0.0,-0.0,0.0,280.2,1.72,143.0,95180.0
20120508:0400,5.04,92.25,16.0,87.99,12.0,274.05,1.66,156.0,95180.0
20120508:0500,5.7,95.75,138.0,267.8,82.0,267.45,1.38,167.0,95150.0
20120508:0600,9.61,85.95,325.0,575.31,110.0,271.9,1.1,169.0,95160.0
20120508:0700,11.86,83.1,517.0,759.42,116.0,280.4,0.97,183.0,95170.0
20120508:0800,13.95,69.75,672.0,819.25,130.0,290.65,1.38,194.0,95170.0
20120508:0900,15.68,60.65,803.0,875.55,133.0,290.1,2.0,204.0,95140.0
20120508:1000,16.81,52.65,885.0,901.52,135.0,301.1,2.21,211.0,95090.0
20120508:1100,17.86,47.3,916.0,910.01,136.0,300.15,2.14,217.0,95050.0
20120508:1200,18.72,42.6,860.0,815.14,176.0,299.2,2.0,227.0,95010.0
20120508:1300,19.22,41.15,721.0,581.42,268.0,315.25,1.86,239.0,95000.0
20120508:1400,19.31,39.65,608.0,531.39,246.0,326.65,1.86,242.0,94980.0
20120508:1500,18.96,41.05,419.0,315.16,245.0,335.0,1.66,243.0,94980.0
20120508:1600,18.68,44.2,234.0,127.32,183.0,345.25,1.38,242.0,94960.0
20120508:1700,17.58,54.7,45.0,0.0,45.0,336.55,1.38,239.0,94980.0
20120508:1800,16.3,56.5,15.0,0.0,15.0,340.0,2.07,248.0,95010.0
20120508:1900,14.86,62.65,0.0,-0.0,0.0,329.75,2.07,247.0,94960.0
20120508:2000,13.59,67.15,0.0,-0.0,0.0,323.0,2.21,253.0,95010.0
20120508:2100,12.77,72.05,0.0,-0.0,0.0,324.95,2.48,264.0,95050.0
20120508:2200,12.04,77.35,0.0,-0.0,0.0,323.4,2.41,263.0,95110.0
20120508:2300,11.38,83.05,0.0,-0.0,0.0,323.0,2.14,244.0,95130.0
20120509:0000,11.19,86.1,0.0,-0.0,0.0,336.55,2.14,224.0,95130.0
20120509:0100,11.11,86.1,0.0,-0.0,0.0,339.35,2.28,206.0,95090.0
20120509:0200,11.07,86.1,0.0,-0.0,0.0,341.95,2.34,195.0,95070.0
20120509:0300,11.03,86.1,0.0,-0.0,0.0,336.55,2.28,193.0,95060.0
20120509:0400,11.13,86.1,6.0,0.0,6.0,344.1,2.41,188.0,95070.0
20120509:0500,11.09,86.1,151.0,362.29,74.0,331.5,2.41,186.0,95110.0
20120509:0600,12.03,83.15,342.0,660.66,93.0,337.7,2.14,186.0,95130.0
20120509:0700,14.32,80.45,483.0,629.02,149.0,321.45,2.83,215.0,95180.0
20120509:0800,16.08,67.65,601.0,581.05,215.0,311.0,3.52,222.0,95190.0
20120509:0900,17.27,65.45,425.0,74.24,368.0,318.75,3.72,226.0,95210.0
20120509:1000,18.24,63.3,496.0,99.48,413.0,340.8,4.07,233.0,95230.0
20120509:1100,18.25,63.3,393.0,23.27,373.0,343.7,4.48,240.0,95240.0
20120509:1200,17.67,67.85,392.0,27.33,369.0,343.9,4.83,240.0,95270.0
20120509:1300,17.23,67.85,562.0,234.15,379.0,349.1,4.62,239.0,95290.0
20120509:1400,18.02,65.55,476.0,214.99,329.0,334.2,5.03,243.0,95290.0
20120509:1500,18.21,63.3,354.0,164.02,263.0,339.65,5.17,249.0,95340.0
20120509:1600,17.6,67.85,340.0,530.42,126.0,348.35,3.93,247.0,95390.0
20120509:1700,17.0,70.3,140.0,170.81,99.0,353.4,2.83,234.0,95440.0
20120509:1800,16.37,75.25,24.0,26.43,22.0,341.0,2.48,222.0,95480.0
20120509:1900,15.18,83.5,0.0,-0.0,0.0,323.55,2.34,220.0,95490.0
20120509:2000,14.33,86.4,0.0,-0.0,0.0,327.65,2.28,209.0,95530.0
20120509:2100,13.83,89.45,0.0,-0.0,0.0,333.65,2.28,207.0,95580.0
20120509:2200,13.17,92.65,0.0,-0.0,0.0,318.55,2.28,219.0,95600.0
20120509:2300,12.72,92.6,0.0,-0.0,0.0,317.55,2.21,225.0,95640.0
20120510:0000,12.35,92.6,0.0,-0.0,0.0,321.45,2.0,216.0,95630.0
20120510:0100,11.78,95.9,0.0,-0.0,0.0,313.45,1.93,209.0,95620.0
20120510:0200,11.23,95.9,0.0,-0.0,0.0,311.4,1.86,203.0,95630.0
20120510:0300,10.65,95.9,0.0,-0.0,0.0,309.65,1.72,206.0,95630.0
20120510:0400,10.25,95.9,12.0,18.98,11.0,313.5,1.72,205.0,95660.0
20120510:0500,10.89,95.9,169.0,477.13,66.0,313.7,1.52,188.0,95660.0
20120510:0600,13.77,86.35,335.0,615.81,101.0,311.0,1.24,188.0,95690.0
20120510:0700,16.76,80.8,502.0,702.45,127.0,309.85,1.52,203.0,95780.0
20120510:0800,18.92,72.95,566.0,461.79,258.0,323.0,1.66,201.0,95800.0
20120510:0900,20.63,61.6,774.0,801.01,157.0,323.95,2.0,203.0,95810.0
20120510:1000,21.8,55.65,853.0,825.84,162.0,329.75,2.41,206.0,95780.0
20120510:1100,22.77,50.3,761.0,495.48,334.0,338.5,2.69,215.0,95750.0
20120510:1200,23.5,48.7,651.0,301.03,397.0,341.0,2.83,228.0,95750.0
20120510:1300,23.87,47.15,735.0,630.18,241.0,349.9,2.76,236.0,95700.0
20120510:1400,24.13,45.6,666.0,738.81,159.0,348.55,2.62,239.0,95700.0
20120510:1500,24.14,45.6,519.0,678.08,141.0,347.95,2.41,237.0,95680.0
20120510:1600,23.82,48.8,343.0,531.6,127.0,346.8,2.07,235.0,95670.0
20120510:1700,22.94,57.9,184.0,440.09,77.0,347.55,1.38,221.0,95710.0
20120510:1800,21.37,63.9,27.0,50.62,23.0,350.85,1.86,207.0,95730.0
20120510:1900,19.56,61.4,0.0,-0.0,0.0,334.2,2.48,191.0,95700.0
20120510:2000,17.9,65.45,0.0,-0.0,0.0,327.05,2.55,198.0,95740.0
20120510:2100,16.85,65.35,0.0,-0.0,0.0,321.65,2.55,208.0,95760.0
20120510:2200,15.91,67.55,0.0,-0.0,0.0,316.6,2.55,214.0,95790.0
20120510:2300,15.15,67.45,0.0,-0.0,0.0,314.65,2.48,217.0,95820.0
20120511:0000,14.67,69.85,0.0,-0.0,0.0,316.4,2.48,217.0,95840.0
20120511:0100,14.47,67.35,0.0,-0.0,0.0,319.45,2.55,217.0,95830.0
20120511:0200,14.34,69.75,0.0,-0.0,0.0,318.15,2.62,218.0,95840.0
20120511:0300,14.15,72.3,0.0,-0.0,0.0,315.25,2.62,220.0,95830.0
20120511:0400,13.89,74.85,21.0,71.23,17.0,311.55,2.62,221.0,95830.0
20120511:0500,14.46,75.0,165.0,433.57,70.0,312.35,2.41,219.0,95850.0
20120511:0600,16.76,72.7,293.0,375.99,149.0,316.6,2.07,220.0,95880.0
20120511:0700,19.75,68.2,489.0,631.73,150.0,331.9,2.21,212.0,95900.0
20120511:0800,21.95,59.7,659.0,770.68,143.0,336.55,2.41,214.0,95890.0
20120511:0900,23.69,52.35,760.0,745.46,184.0,342.55,2.62,218.0,95860.0
20120511:1000,24.9,49.05,846.0,797.36,177.0,344.1,2.41,224.0,95860.0
20120511:1100,25.65,44.45,861.0,759.23,205.0,351.65,2.28,228.0,95830.0
20120511:1200,26.28,41.55,854.0,799.03,178.0,356.65,2.21,230.0,95800.0
20120511:1300,26.5,41.55,787.0,792.4,164.0,356.65,2.14,237.0,95760.0
20120511:1400,26.69,40.25,605.0,519.83,247.0,357.65,2.21,240.0,95730.0
20120511:1500,26.49,41.55,507.0,616.0,162.0,358.0,2.28,238.0,95680.0
20120511:1600,26.07,44.55,356.0,589.04,115.0,355.1,2.07,235.0,95680.0
20120511:1700,24.98,52.6,182.0,402.13,83.0,348.75,2.0,229.0,95640.0
20120511:1800,22.98,57.9,43.0,194.39,27.0,343.3,2.48,226.0,95650.0
20120511:1900,21.58,57.65,0.0,-0.0,0.0,339.05,2.9,229.0,95560.0
20120511:2000,20.36,59.35,0.0,-0.0,0.0,342.35,3.03,242.0,95640.0
20120511:2100,19.47,65.75,0.0,-0.0,0.0,341.2,3.03,273.0,95700.0
20120511:2200,18.54,72.95,0.0,-0.0,0.0,341.4,3.1,304.0,95760.0
20120511:2300,17.61,83.7,0.0,-0.0,0.0,347.95,2.76,321.0,95780.0
20120512:0000,16.69,86.6,0.0,-0.0,0.0,351.65,2.48,326.0,95780.0
20120512:0100,15.99,89.65,0.0,-0.0,0.0,356.95,2.76,328.0,95810.0
20120512:0200,15.25,92.75,0.0,-0.0,0.0,378.15,2.9,333.0,95830.0
20120512:0300,14.22,96.0,0.0,-0.0,0.0,383.4,2.9,337.0,95850.0
20120512:0400,13.17,95.95,2.0,0.0,2.0,379.7,2.62,342.0,95890.0
20120512:0500,12.33,95.95,25.0,0.0,25.0,375.25,2.83,340.0,95940.0
20120512:0600,11.62,95.9,48.0,0.0,48.0,369.05,2.9,341.0,96030.0
20120512:0700,11.97,86.2,70.0,0.0,70.0,356.65,3.31,358.0,96070.0
20120512:0800,12.26,80.2,120.0,0.0,120.0,354.15,3.31,357.0,96150.0
20120512:0900,12.18,77.35,128.0,0.0,128.0,354.95,3.1,342.0,96240.0
20120512:1000,11.81,80.15,77.0,0.0,77.0,357.25,2.9,336.0,96290.0
20120512:1100,11.51,77.3,127.0,0.0,127.0,352.4,2.83,335.0,96310.0
20120512:1200,11.11,80.1,108.0,0.0,108.0,350.5,2.9,331.0,96340.0
20120512:1300,10.8,80.05,118.0,0.0,118.0,347.4,2.83,327.0,96380.0
20120512:1400,10.6,74.4,124.0,0.0,124.0,345.05,2.69,326.0,96390.0
20120512:1500,10.62,71.7,231.0,17.77,221.0,342.55,2.41,329.0,96420.0
20120512:1600,10.65,69.1,118.0,0.0,118.0,332.3,1.93,331.0,96410.0
20120512:1700,10.67,66.55,101.0,32.1,93.0,332.5,1.38,327.0,96400.0
20120512:1800,10.43,66.55,23.0,11.69,22.0,319.7,0.69,307.0,96440.0
20120512:1900,9.74,63.9,0.0,-0.0,0.0,311.95,1.38,346.0,96520.0
20120512:2000,8.83,71.35,0.0,-0.0,0.0,297.45,1.31,357.0,96520.0
20120512:2100,7.66,73.9,0.0,-0.0,0.0,282.75,1.45,8.0,96530.0
20120512:2200,7.24,76.65,0.0,-0.0,0.0,292.2,1.66,12.0,96490.0
20120512:2300,6.95,73.8,0.0,-0.0,0.0,291.05,1.79,14.0,96460.0
20120513:0000,6.89,71.05,0.0,-0.0,0.0,295.1,1.86,17.0,96410.0
20120513:0100,6.81,68.4,0.0,-0.0,0.0,290.0,2.07,19.0,96370.0
20120513:0200,6.62,65.85,0.0,-0.0,0.0,287.0,2.34,24.0,96330.0
20120513:0300,6.6,65.85,0.0,-0.0,0.0,300.75,2.41,28.0,96290.0
20120513:0400,6.31,70.95,15.0,15.92,14.0,294.55,2.48,31.0,96270.0
20120513:0500,6.23,73.7,101.0,48.82,90.0,274.8,2.41,34.0,96260.0
20120513:0600,6.82,71.05,177.0,36.02,163.0,286.6,2.83,41.0,96270.0
20120513:0700,7.42,73.9,507.0,632.95,164.0,290.85,3.79,54.0,96270.0
20120513:0800,8.27,68.6,698.0,833.3,136.0,271.1,3.59,53.0,96230.0
20120513:0900,9.14,61.45,810.0,836.26,160.0,292.6,3.59,46.0,96200.0
20120513:1000,10.0,55.05,747.0,463.6,356.0,283.1,3.72,40.0,96160.0
20120513:1100,10.49,49.2,753.0,424.95,384.0,299.95,3.52,37.0,96110.0
20120513:1200,11.01,45.7,634.0,238.72,431.0,300.15,3.38,37.0,96060.0
20120513:1300,11.54,42.4,551.0,187.18,403.0,304.05,3.31,36.0,95990.0
20120513:1400,11.76,40.8,593.0,432.63,293.0,314.5,3.31,34.0,95930.0
20120513:1500,11.42,39.25,460.0,383.95,243.0,314.5,3.31,33.0,95880.0
20120513:1600,11.25,40.65,343.0,450.96,156.0,297.65,3.17,34.0,95850.0
20120513:1700,10.83,40.55,200.0,460.0,84.0,296.1,2.83,36.0,95820.0
20120513:1800,10.1,43.7,45.0,168.98,30.0,289.3,2.14,37.0,95810.0
20120513:1900,8.79,50.6,0.0,-0.0,0.0,273.05,2.14,29.0,95830.0
20120513:2000,7.75,54.4,0.0,-0.0,0.0,262.2,2.28,29.0,95850.0
20120513:2100,6.83,54.3,0.0,-0.0,0.0,254.1,2.41,30.0,95840.0
20120513:2200,6.3,56.3,0.0,-0.0,0.0,261.45,2.48,42.0,95810.0
20120513:2300,5.84,58.45,0.0,-0.0,0.0,261.45,2.55,55.0,95760.0
20120514:0000,5.22,60.65,0.0,-0.0,0.0,252.15,2.41,61.0,95740.0
20120514:0100,4.52,65.4,0.0,-0.0,0.0,244.7,2.21,62.0,95720.0
20120514:0200,3.8,70.5,0.0,-0.0,0.0,241.7,2.07,66.0,95670.0
20120514:0300,3.11,73.2,0.0,-0.0,0.0,240.35,2.07,74.0,95630.0
20120514:0400,2.43,79.0,32.0,166.66,21.0,239.0,1.93,82.0,95590.0
20120514:0500,2.95,85.4,186.0,512.57,69.0,238.6,1.45,82.0,95600.0
20120514:0600,5.79,73.65,365.0,669.32,103.0,240.75,1.52,89.0,95610.0
20120514:0700,6.94,76.65,544.0,775.15,122.0,248.1,1.59,90.0,95580.0
20120514:0800,8.69,68.7,696.0,817.14,143.0,248.3,1.72,93.0,95560.0
20120514:0900,10.01,57.15,764.0,670.99,241.0,264.35,1.79,82.0,95510.0
20120514:1000,10.95,51.25,888.0,832.65,184.0,292.05,1.72,72.0,95470.0
20120514:1100,11.74,47.6,938.0,899.6,155.0,300.95,1.79,69.0,95400.0
20120514:1200,12.65,42.7,920.0,905.64,148.0,297.05,1.86,75.0,95320.0
20120514:1300,13.11,41.2,841.0,871.52,150.0,297.05,1.93,81.0,95240.0
20120514:1400,13.31,41.2,725.0,845.15,137.0,279.85,2.0,85.0,95170.0
20120514:1500,13.37,41.2,576.0,806.82,118.0,266.85,1.93,86.0,95110.0
20120514:1600,13.12,41.2,383.0,637.32,117.0,264.35,1.79,88.0,95060.0
20120514:1700,12.62,42.7,180.0,305.75,102.0,265.1,1.59,87.0,95030.0
20120514:1800,11.7,51.35,48.0,174.04,32.0,263.75,1.24,80.0,95020.0
20120514:1900,9.8,57.05,0.0,-0.0,0.0,264.35,2.0,91.0,95000.0
20120514:2000,8.62,59.0,0.0,-0.0,0.0,270.35,2.14,98.0,94980.0
20120514:2100,7.74,63.5,0.0,-0.0,0.0,272.1,2.14,110.0,94940.0
20120514:2200,6.95,65.85,0.0,-0.0,0.0,273.65,1.93,125.0,94910.0
20120514:2300,6.03,70.95,0.0,-0.0,0.0,274.05,1.72,139.0,94860.0
20120515:0000,5.07,79.35,0.0,-0.0,0.0,268.8,1.52,153.0,94830.0
20120515:0100,4.68,79.3,0.0,-0.0,0.0,269.1,1.38,179.0,94770.0
20120515:0200,3.6,85.45,0.0,-0.0,0.0,256.05,1.59,204.0,94740.0
20120515:0300,2.97,85.4,0.0,-0.0,0.0,252.95,1.93,204.0,94680.0
20120515:0400,2.85,85.4,32.0,144.74,22.0,251.0,2.14,202.0,94660.0
20120515:0500,4.48,82.35,181.0,454.3,76.0,251.2,2.14,210.0,94640.0
20120515:0600,8.08,71.25,355.0,619.18,111.0,253.7,2.28,216.0,94630.0
20120515:0700,10.48,64.1,538.0,757.09,124.0,259.7,3.17,224.0,94610.0
20120515:0800,12.43,53.6,691.0,810.02,141.0,270.15,4.0,238.0,94570.0
20120515:0900,13.29,49.85,750.0,643.59,247.0,281.4,4.83,253.0,94530.0
20120515:1000,13.51,48.15,611.0,214.75,429.0,291.85,5.03,255.0,94490.0
20120515:1100,14.16,46.5,112.0,0.0,112.0,293.0,5.17,254.0,94450.0
20120515:1200,14.0,44.75,884.0,816.89,186.0,300.75,5.31,255.0,94420.0
20120515:1300,13.22,48.0,128.0,0.0,128.0,307.7,5.45,262.0,94420.0
20120515:1400,11.74,55.4,95.0,0.0,95.0,310.6,5.59,270.0,94470.0
20120515:1500,10.34,66.45,125.0,0.0,125.0,322.8,4.28,281.0,94500.0
20120515:1600,10.47,61.75,203.0,50.0,182.0,309.45,3.52,279.0,94490.0
